surah,kazimirski_item_declared_num,classification,canonical_ayah_range,french_text,note
86,17,A,86:17,Accorde un délai aux infidèles ; laisse-les en repos pour quelques instants.,
87,1,A,87:1,Célèbre le nom de ton Seigneur le TRÈS-HAUT,
87,2,A,87:2,"Qui a créé tout et établi l’équilibre en tout,",
87,3,A,87:3,"Qui a fixé les destinées de tout et qui dirige tout vers un but,",
87,4,A,87:4,"Qui fait germer l’herbe des pâturages,",
87,5,A,87:5,Et la réduit en foin desséché.,
87,6,A,87:6,"Nous l’enseignerons à lire le Koran, et tu n’en oublieras rien,",
87,7,A,87:7,Excepté ce qu’il plaira à Dieu ; car il connaît ce qui paraît au grand jour et ce qui est caché.,
87,8,A,87:8,Nous ne rendrons nos voies faciles.,
87,9,A,87:9,"Avertis, car tes avertissements sont salutaires.",
87,10,A,87:10,Quiconque craint Dieu y réfléchira.,
87,11,A,87:11,"Le réprouvé seul s’en éloignera,",
87,12,A,87:12,Celui qui sera exposé au feu terrible ;,
87,13,A,87:13,"Il n’y mourra pas, et il n’y vivra pas.",
87,14,A,87:14,"Heureux celui qui se conserve pur,",
87,15,A,87:15,Qui répète le nom de Dieu et prie.,
87,16,A,87:16,Mais vous préférez la vie de ce monde ;,
87,17,A,87:17,Et cependant la vie future vaut mieux et est plus durable.,
87,18,A,87:18,"Cela se trouve dans les livres anciens,",
87,19,A,87:19,Dans les livres d’Abraham et de Moïse.,
88,1,A,88:1,"N’as-tu jamais entendu parler du jour qui enveloppera tout,",
88,2,A,88:2,"Du jour où des visages seront baissés,",
88,3,A,88:3,"Travaillant et accablés de fatigue,",
88,4,A,88:4,"Brûlés au feu ardent,",
88,5,A,88:5,Abreuvés à une source ?,
88,6,A,88:6,Ils n’auront pas d’autre nourriture que le fruit de Dari.,
88,7,A,88:7,"Qui ne leur donnera pas d’embonpoint, et n’apaisera pas leur faim.",
88,8,A,88:8,Ce jour là d’autres visages seront joyeux ;,
88,9,A,88:9,"Satisfaits de leurs labeurs d’autrefois,",
88,10,A,88:10,"Ils séjourneront dans un jardin sublime,",
88,11,A,88:11,"Où l’on n’entendra aucun discours frivole,",
88,12,A,88:12,On y trouvera des sources d’eau courantes ;,
88,13,A,88:13,"Des sièges élevés disposés par rangés,",
88,14,A,88:14,Des coupes préparées,
88,15,A,88:15,"Des coussins disposés par rangées,",
88,16,A,88:16,Des tapis étendus.,
88,17,A,88:17,"N’ont-ils pas jeté les yeux sur le chameau, comme il été créé.",
88,18,A,88:18,"Sur le ciel, comme il a été élevé.",
88,19,A,88:19,"Et sur les montagnes, comme elles ont été plantées dans la terre ;",
88,20,A,88:20,"Et sur la terre, comme elle a été étendue ?",
88,21,A,88:21,"Avertis les hommes, car tu n’est qu’un avertisseur ;",
88,22,A,88:22,Tu n’as pas le pouvoir absolu sur eux ;,
88,23,A,88:23,"Mais quiconque tourne le dos et ne croit pas,",
88,24,A,88:24,Dieu lui fera subir le grand châtiment.,
88,25,A,88:25,C’est moi qu’ils redouteront,
88,26,A,88:26,"Et puis, c’est moi qui me charge de leur compte.",
89,1,C,89:1-89:2,"J’en jure par LE POINT DU JOUR et les dix nuits,",
89,2,B,89:3,"Par ce qui est double et ce qui est simple,",
89,3,B,89:4,"Par la nuit quand elle poursuit sa course,",
89,4,B,89:5,N’est-ce pas là un serment qui sied à un homme sensé ?,
89,5,B,89:6,"Ne vois-tu pas à quoi Dieu a réduit le peuple d’Ad,",
89,6,B,89:7,"Qui habitait Irem aux grandes colonnes,",
89,7,B,89:8,Ville dont il n’existait pas de pareille dans aucun pays ?,
89,8,B,89:9,"À quoi il a réduit les Thémoudites qui taillaient leurs maisons en roc dans la vallée,",
89,9,B,89:10,"Et Pharaon, inventeur du supplice des pieux ?",
89,10,B,89:11,"Tous ils opprimaient la terre,",
89,11,B,89:12,Et y propageaient le mal.,
89,12,B,89:13,"Dieu leur infligea à tous le fouet du châtiment,",
89,13,B,89:14,Car ton Seigneur est sans cesse en observation.,
89,14,D,89:15,"Quand, pour éprouver l’homme, Dieu le comble de bienfaits,",
89,15,D,89:15,L’homme dit : Le Seigneur m’a témoigné des égards.,
89,16,D,89:16,"Mais que Dieu, pour l’éprouver, lui mesure ses dons,",
89,17,D,89:16,L’homme s’écrie : Le Seigneur m’a fait un affront !,
89,18,B,89:17,Point du tout ; mais vous n’avez aucun égard pour l’orphelin ?,
89,19,B,89:18,Vous ne vous excitez pas mutuellement à nourrir le pauvre.,
89,20,B,89:19,"Vous dévorez l’héritage des autres avec une avidité aveugle,",
89,21,B,89:20,Et vous aimez les richesses d’un amour sans bornes.,
89,22,B,89:21,"Oui, lorsque la terre sera réduite en menues parcelles ;",
89,23,B,89:22,"Lorsque ton Seigneur viendra, et que les anges formeront les rangs ;",
89,24,B,89:23,Lorsqu’on avancera la géhenne qui doit engloutir les criminels ; oh ! alors l’homme réfléchira ; mais à quoi lui servira alors de réfléchir ?,
89,25,C,89:24-89:25,"Il s’écrira : Plût à Dieu que j’eusse fait le bien durant ma vie ! Ce jour-là, nul ne saurait punir comme Dieu.",
89,26,A,89:26,Nul ne saurait charger de chaînes comme Dieu.,
89,27,A,89:27,"Et quant à toi, ô âme du fidèle ! Rassurée sur ton sort,",
89,28,A,89:28,"Retourne auprès de Dieu, satisfaite de ta récompense, et agréable à Dieu ;",
89,29,A,89:29,Entre au nombre de mes serviteurs ;,
89,30,A,89:30,Entre dans mon paradis.,
90,1,A,90:1,"Je ne jurerai pas par ce PAYS-ci,",
90,2,A,90:2,Le territoire que tu es venu habiter ;,
90,3,A,90:3,"Ni par le père, ni par l’enfant.",
90,4,A,90:4,Nous avons créé l’homme dans la misère.,
90,5,A,90:5,S’imagine-t-il que nul n’est plus fort que lui ?,
90,6,A,90:6,S’écrie : J’ai dépensé d’énormes sommes !,
90,7,A,90:7,Pense-t-il que personne ne le voit ?,
90,8,A,90:8,"Ne lui avons-nous pas donné deux yeux,",
90,9,A,90:9,Une langue et deux lèvres ?,
90,10,A,90:10,Ne l’avons-nous pas conduit sur les deux grandes routes (du bien et du mal) ?,
90,11,A,90:11,Et cependant il n’a pas encore descendu la pente ?,
90,12,A,90:12,Qu’est-ce qui peut apprendre ce que c’est que la pente ?,
90,13,A,90:13,"C’est de racheter les captifs,",
90,14,A,90:14,"De nourrir, aux jours de la disette,",
90,15,A,90:15,"L’orphelin qui est notre proche,",
90,16,A,90:16,"Ou le pauvre qui est plongé dans le dénuement,",
90,17,A,90:17,"Et qui en outre est du nombre de ceux dpi croient et se recommandent mutuellement la patience, qui se recommandent la compassion.",
90,18,A,90:18,Tous ceux-là seront les hommes de la droite du jour du jugement dernier.,
90,19,A,90:19,Ceux qui ne croiront pas à nos signes seront les hommes de la gauche ;,
90,20,A,90:20,Au-dessus d’eux s’étendra le feu.,
91,1,A,91:1,"J’en jure par le SOLEIL et sa clarté,",
91,2,A,91:2,"Par la lune, quand elle le suit de près.",
91,3,A,91:3,"Par le jour, quand il le laisse voir dans tout son éclat,",
91,4,A,91:4,"Par la nuit, quand elle le voile,",
91,5,A,91:5,"Par le ciel, et par celui qui l’a bâti,",
91,6,A,91:6,"Par la terre et celui qui l’a étendue comme un tapis,",
91,7,A,91:7,"Par l’âme de celui qui l’a formée,",
91,8,A,91:8,Et qui lui a inspire sa méchanceté et sa piété ;,
91,9,A,91:9,Celui qui la conserve pure sera heureux ;,
91,10,A,91:10,Celui qui la corrompt sera perdu ; .,
91,11,A,91:11,"Thémoud, égaré par son esprit de rébellion ; a traité de mensonge la mission Saleh.",
91,12,A,91:12,"Lorsque les plus factieux accoururent pour tuer la chamelle,",
91,13,A,91:13,"L’apôtre de Dieu Saleh leur dit : C’est la chamelle de Dieu, laissez-la boire.",
91,14,A,91:14,"Ils le traitèrent d’imposteur tuèrent la chamelle. Le Seigneur les châtia de leur crime, et étendit son châtiment sur tous ;",
91,15,A,91:15,Et il n’en redoute point les suites.,
92,1,A,92:1,"J’en jure par la NUIT, quand elle étend son voile,",
92,2,A,92:2,"Par le jour, quand il brille de tout son éclat,",
92,3,A,92:3,"Par celui qui a créé le mâle et la femelle,",
92,4,A,92:4,Vos efforts ont des fins différentes.,
92,5,A,92:5,"Mais celui qui donne et qui craint,",
92,6,A,92:6,Qui ajoute foi à la belle parole de la révélation,
92,7,A,92:7,À celui-là nous rendront facile la route du bonheur.,
92,8,A,92:8,"Mais celui qui est avare de ses biens et dédaigne tout le reste,",
92,9,A,92:9,Qui regarde comme un mensonge la belle parole de la révélation.,
92,10,A,92:10,À celui-là nous rendront pénible la route qui conduit à l’adversité.,
92,11,A,92:11,"Ses richesses ne lui serviront de rien, lorsqu’il périra misérablement dans la fosse de l’enfer ?",
92,12,A,92:12,C’est nous qui nous chargeons de diriger les hommes,
92,13,A,92:13,À nous appartiennent la vie future et la vie d’ici-bas.,
92,14,A,92:14,Je vous ai déjà avertis du feu qui flamboie.,
92,15,A,92:15,Il n’y sera jeté que le misérable,
92,16,A,92:16,Qui traite de mensonge ta révélation et tourne le dos.,
92,17,A,92:17,"L’homme pieux y échappera,",
92,18,A,92:18,"Celui qui dépense ses richesses pour se rendre plus pur,",
92,19,A,92:19,"Et non pas pour qu’un bienfait de sa part lui soit rémunéré,",
92,20,A,92:20,Mais par le seul désir d’obtenir des regards du Dieu sublime ;,
92,21,A,92:21,Et assurément il sera satisfait.,
93,1,A,93:1,"J’en jure par la MATINÉE,",
93,2,A,93:2,"Par la nuit, quand ses ténèbres s’épaississent,",
93,3,A,93:3,"Ton Seigneur ne t’a point oublié, il ne t’a pas pris en haine.",
93,4,A,93:4,La vie future vaut mieux pour toi que la vie présente.,
93,5,A,93:5,Dieu t’accordera des biens et tu seras satisfait.,
93,6,A,93:6,"N’étais-tu pas orphelin, et ne t’a-t-il pas accueilli ?",
93,7,A,93:7,"Il t’a trouvé égaré, et il t’a guidé.",
93,8,A,93:8,"Il t’a trouvé pauvre, et il t’a enrichi.",
93,9,A,93:9,N’use point de violence envers l’orphelin.,
93,10,A,93:10,Garde-toi de repousser le mendiant.,
93,11,A,93:11,Raconte plutôt les bienfaits de ton Seigneur.,
94,1,A,94:1,"N’AVONS-NOUS PAS OUVERT ton cœur,",
94,2,A,94:2,Et ôté le fardeau,
94,3,A,94:3,Qui accablait tes épaules ?,
94,4,A,94:4,N’avons-nous pas élevé haut ton nom ?,
94,5,A,94:5,Mais à côté de l’adversité est le bonheur ;,
94,6,A,94:6,"Certes, à côté de l’adversité est le bonheur.",
94,7,A,94:7,"Quand tu auras achevé l’œuvre, prends de la peine,",
94,8,A,94:8,Et recherche-le avec ferveur.,
95,1,A,95:1,"J’en jure par le FIGUIER et par l’olivier,",
95,2,A,95:2,"Par le mont Sinaï,",
95,3,A,95:3,"Par ce territoire sacré de la Mecque,",
95,4,A,95:4,Nous avons créé l’homme de la plus belle façon ;,
95,5,A,95:5,"Puis nous le précipiterons vers le plus bas degré de l’échelle,",
95,6,A,95:6,Excepté ceux qui auront cru et fait le bien ; car ceux-là auront une récompense parfaite.,
95,7,A,95:7,Qu’est-ce qui peut te faire dorénavant traiter la vraie religion de mensonge ?,
95,8,A,95:8,Dieu n’est-il pas le meilleur des juges ?,
96,1,A,96:1,"Lis, au nom de ton Seigneur qui a créé tout,",
96,2,A,96:2,Qui a créé l’homme de SANG COAGULÉ ?,
96,3,A,96:3,"Lis, car ton Seigneur est le plus généreux,",
96,4,A,96:4,C’est lui qui a appris (à l’homme) à se servir de la plume (de kalem) ;,
96,5,A,96:5,Il a appris à l’homme ce que l’homme ne savait pas.,
96,6,A,96:6,Oui. — Mais l’homme devient rebelle,
96,7,A,96:7,Aussitôt qu’il se voit riche.,
96,8,A,96:8,Tout doit retourner à Dieu.,
96,9,A,96:9,Que penses-tu de celui qui empêche,
96,10,A,96:10,Le serviteur de prier Dieu ?,
96,11,A,96:11,"Que t’en semble, s’il suivait plutôt la droite voie,",
96,12,A,96:12,Et recommandait la piété ?,
96,13,A,96:13,"Que t’en semble, si l’homme traite la vérité de mensonge et tourne le dos ?",
96,14,A,96:14,Ignore-t-il que Dieu le voit ?,
96,15,A,96:15,"Oui, et, s’il ne cesse, nous le saisirons par les cheveux de son front,",
96,16,A,96:16,De son front menteur et coupable.,
96,17,A,96:17,"Qu’il rassemble son conseil,",
96,18,A,96:18,Et nous rassemblerons nos gardiens.,
96,19,A,96:19,Ne lui obéis pas ; mais adore Dieu et cherche à t’approcher de lui.,
97,1,A,97:1,Nous avons fait descendre le Koran dans la nuit d’ALKADR,
97,2,A,97:2,Qui te fera connaître ce que c’est que la nuit d’Alkadr ?,
97,3,A,97:3,La nuit d’Alkadr vaut plus que mille mois.,
97,4,A,97:4,"Dans cette nuit les anges et l’esprit descendent dans le monde avec la permission de Dieu, pour régler toutes choses.",
97,5,A,97:5,La paix accompagne cette nuit jusqu’au lever de l’aurore.,
98,1,A,98:1,"Les infidèles, parmi ceux qui ont reçu les Écritures, ainsi que les idolâtres, n’ont fait scission que lorsqu’eut apparu le SIGNE ÉVIDENT de la bonté de Dieu,",
98,2,C,98:2-98:3,"Un envoyé, venant de la part de Dieu, et qui leur lit des pages renfermant les Écritures vraies.",
98,3,B,98:4,Ceux qui ont reçu les Écritures ne se sont divisés en sectes que lorsque le signe évident leur fut offert.,
98,4,B,98:5,"Que leur commande-t-on, si ce n’est d’adorer Dieu d’un culte sincère, d’être dévoués à Dieu, d’observer la prière, de faire l’aumône ? C’est la religion vraie.",
98,5,B,98:6,"Les infidèles, parmi ceux qui ont reçu les Écritures, et les idolâtres, resteront éternellement dans le feu de la géhenne. Ils sont les plus méchants de tous les êtres créés.",
98,6,B,98:7,Ceux qui croient et pratiquent le bien sont les meilleurs de tous les êtres créés.,
98,7,D,98:8,"Leur récompense auprès de Dieu, ce sont les jardins d’Eden baignés de courants d’eau, et ils y demeureront éternellement.",
98,8,D,98:8,"Dieu sera satisfait d’eux, et eux seront satisfaits de lui. Voilà ce qui est réservé à celui qui craint le Seigneur.",
99,1,A,99:1,"Lorsque la terre tremblera, de ce TREMBLEMENT qui lui est réservé,",
99,2,A,99:2,"Lorsqu’elle secouera sa charge,",
99,3,A,99:3,L’homme demandera : Qu’a-t-elle ?,
99,4,A,99:4,"Alors elle contera sa chance,",
99,5,A,99:5,D’après ce que ton Seigneur lui révélera.,
99,6,A,99:6,"Dans ce jour, les hommes s’avanceront par troupes pour voir leurs œuvres.",
99,7,A,99:7,"Celui qui aura fait le bien du poids d’un atome le verra,",
99,8,A,99:8,Et celui qui aura commis le mal du poids d’un atome le verra aussi.,
100,1,A,100:1,"J’en jure par les COURSIERS haletants,",
100,2,A,100:2,Par les coursiers qui font jaillir le feu sous les coups de leurs fers ;,
100,3,A,100:3,"Par ceux qui attaquent les ennemis au matin,",
100,4,A,100:4,"Qui font voler la poussière sous leurs pas,",
100,5,A,100:5,Qui se frayent le chemin à travers les colonnes ; ennemies,
100,6,A,100:6,"En vérité, l’homme est ingrat envers son Seigneur.",
100,7,A,100:7,Et certes il le voit lui-même.,
100,8,A,100:8,Il est ardent dans son amour des biens de ce monde.,
100,9,A,100:9,"Ignore-t-il, lorsque ce qui est dans les tombeaux sera bouleversé,",
100,10,A,100:10,"Lorsque les secrets du cœur paraîtront au grand jour,",
100,11,A,100:11,Que Dieu sera instruit alors de ses actions ?,
101,1,C,101:1-101:2,LE COUP. Qu’est-ce que le coup ?,
101,2,B,101:3,Qui est-ce qui t’apprendra ce que c’est que le coup ?,
101,3,B,101:4,"Le Jour où les hommes seront dispersés comme des papillons,",
101,4,B,101:5,"Où les montagnes voleront comme des flocons de laine teinte,",
101,5,C,101:6-101:7,Celui dont les œuvres pèseront lourdement dans la balance aura une vie agréable.,
101,6,C,101:8-101:9,Celui dont les œuvres seront légères aura pour demeure la fosse (El-hawiye).,
101,7,B,101:10,Qui est-ce qui peut t’apprendre ce que c’est que cette fosse ?,
101,8,B,101:11,C’est le feu ardent.,
102,1,A,102:1,Le désir d’augmenter vos richesses vous préoccupe,
102,2,A,102:2,Jusqu’au moment où vous descendez dans la tombe ;,
102,3,A,102:3,"Certes vous apprendrez,",
102,4,A,102:4,"Encore une fois, vous apprendrez ce qui en est.",
102,5,A,102:5,Ah ! si vous le saviez de science certaine !,
102,6,A,102:6,Vous verrez alors l’enfer ;,
102,7,A,102:7,Vous le verrez avec la plus parfaite certitude :,
102,8,A,102:8,Alors voilà serez interrogés au sujet des plaisirs de ce monde.,
103,1,A,103:1,J’en jure par l’heure de l’APRÈS-MIDI.,
103,2,A,103:2,L’homme travaille à sa perte.,
103,3,A,103:3,"Tu en excepteras ceux qui croient et pratiquent les bonnes œuvres, qui se recommandent mutuellement la vérité et la patience.",
104,1,A,104:1,"Malheur à tout DIFFAMATEUR médisant,",
104,2,A,104:2,Qui ramasse des richesses et les garde pour l’avenir !,
104,3,A,104:3,Il s’imagine que ses trésors le feront vivre éternellement.,
104,4,A,104:4,Assurément il sera précipité dans Al-hotama.,
104,5,A,104:5,Qui est-ce qui t’apprendra ce que c’est qu’Al-hotama ?,
104,6,A,104:6,"C’est le feu de Dieu, le feu allumé",
104,7,A,104:7,Qui envahira le cœur des réprouvés.,
104,8,A,104:8,Et les entourera comme une voûte,
104,9,A,104:9,Qui repose étendue sur des colonnes.,
105,1,A,105:1,As-tu vu comment le Seigneur a traité les hommes à L’ÉLÉPHANT ?,
105,2,A,105:2,N’a-t-il pas dérouté leurs stratagèmes ?,
105,3,A,105:3,"N’a-t-il pas envoyé contre eux les oiseaux ababils,",
